id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
2161,1,Facebook posts,Says the CDC recommends men shave their beards to protect against coronavirus.,2/26/2020,blog,Samantha Putterman,2/27/2020,https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/no-cdc-isnt-recommending-men-shave-their-beard-pro/
2162,4,Donna Brazile,"""Forty-five percent of those who've been unemployed, they've been unemployed for six months or longer.""",8/29/2010,television,Louis Jacobson,8/31/2010,https://www.politifact.com/factchecks/2010/aug/31/donna-brazile/donna-brazile-says-45-percent-unemployed-have-been/
2163,1,Joe Biden,"""You weren't allowed to own a cannon during the Revolutionary War as an individual.""",5/21/2020,social_media,Louis Jacobson,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/joe-biden/joe-bidens-dubious-claim-about-revolutionary-war-c/
2164,0,Donald Trump,"President Barack Obama ""wants to take in 250,000 (people) from Syria.""",11/14/2015,speech,Fauzeya Rahman,12/1/2015,https://www.politifact.com/factchecks/2015/dec/01/donald-trump/donald-trump-says-president-obama-wants-us-take-25/
2165,1,Viral image,Photo shows a trashed venue in Glastonbury after climate activist Greta Thunberg spoke there.,6/27/2022,social_media,Ciara O'Rourke,6/28/2022,https://www.politifact.com/factchecks/2022/jun/28/viral-image/photo-2015-wrongly-described-showing-aftermath-gre/
2166,1,Donald Trump,"Even among ""second and third generation"" Muslims in the United States, ""there's no real assimilation.""",6/15/2016,news,Louis Jacobson,6/18/2016,https://www.politifact.com/factchecks/2016/jun/18/donald-trump/donald-trump-wrong-theres-no-real-assimilation-us-/
2167,1,Tweets,"Supreme Court Justice Clarence Thomas and his wife Ginni posted a photo of themselves enjoying a $5,135 bottle of wine ""as American women despair about abortion rights being taken away from them.""",5/6/2022,social_media,Samantha Putterman,5/20/2022,https://www.politifact.com/factchecks/2022/may/20/tweets/image-clarence-and-ginni-thomas-enjoying-bottle-wi/
2168,4,Bernie Sanders,"""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.""",8/27/2014,social_media,Louis Jacobson,8/28/2014,https://www.politifact.com/factchecks/2014/aug/28/bernie-sanders/bernie-sanders-says-tax-share-paid-corporations-ha/
2169,5,Paul Krugman,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",7/5/2015,news,Jon Greenberg,7/6/2015,https://www.politifact.com/factchecks/2015/jul/06/paul-krugman/yep-greece-and-miami-metro-have-about-same-gdp/
2170,4,Donald Trump,"""We have an increase in murder within our cities, the biggest in 45 years.""",10/9/2016,speech,Louis Jacobson,10/10/2016,https://www.politifact.com/factchecks/2016/oct/10/donald-trump/trump-claims-us-has-biggest-increase-murders-45-ye/
2171,2,Chain email,"A new federal program provides subsidized ""Obama phones"" with 70 free minutes of cell phone service every month.",10/28/2009,email,Catharine Richert,10/28/2009,https://www.politifact.com/factchecks/2009/oct/28/chain-email/chain-e-mail-claims-obama-handing-out-free-cell-ph/
2172,0,Donald Trump,"""We don't have any"" chess grandmasters in the United States.",10/10/2016,speech,Louis Jacobson,10/14/2016,https://www.politifact.com/factchecks/2016/oct/14/donald-trump/donald-trump-wrongly-maligns-us-chess-prowess/
2173,4,Jeanne Shaheen,"""In Massachusetts, Scott Brown pushed for a law to force women considering abortion -- force them -- to look at color photographs of developing fetuses.""",10/7/2014,advertisement,Jonathan Van Fleet,10/10/2014,https://www.politifact.com/factchecks/2014/oct/10/jeanne-shaheen/jeanne-shaheen-says-scott-brown-wanted-women-look-/
2174,3,Bruce Rauner,"""To be clear, all my investments are in a trust that I don’t control.""",10/20/2017,news,Matt Dietrich,10/27/2017,https://www.politifact.com/factchecks/2017/oct/27/bruce-rauner/rauners-blind-trust-procedures-dont-excuse-lawsuit/
2175,5,Rob Portman,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",4/16/2012,news,Tom Feran,4/23/2012,https://www.politifact.com/factchecks/2012/apr/23/rob-portman/rob-portman-says-buffett-rule-would-raise-just-eno/
2176,5,Bloggers,"Say video ""shows massive alligator strolling across Florida golf course.""",6/1/2016,blog,Allison Graves,6/1/2016,https://www.politifact.com/factchecks/2016/jun/01/blog-posting/massive-alligator-spotted-roaming-florida-golf-cou/
2177,0,Facebook posts,"""The Clinton Foundation folded.""",2/4/2018,social_media,Tom Kertscher,2/11/2021,https://www.politifact.com/factchecks/2021/feb/11/facebook-posts/clinton-foundation-has-not-folded-2018-post-s-reci/
2178,1,Facebook posts,"""FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.""",6/14/2020,social_media,Ciara O'Rourke,6/16/2020,https://www.politifact.com/factchecks/2020/jun/16/facebook-posts/offer-free-horses-2011-not-tied-covid-19/
2179,4,Paul Ryan,"""To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.""",3/17/2016,news,Lauren Carroll,3/24/2016,https://www.politifact.com/factchecks/2016/mar/24/paul-ryan/paul-ryan-says-cuba-safe-harbor-fugitives-and-terr/
2180,1,Facebook posts,"Carbon dioxide ""is not a problem. The Earth has more than enough land and ocean plant life to metabolize it.""",7/10/2021,blog,Monique Curet,7/15/2021,https://www.politifact.com/factchecks/2021/jul/15/facebook-posts/yes-excess-carbon-dioxide-atmosphere-problem-earth/
2181,2,Mitt Romney,"Says Hillary Clinton ""erased all of her emails even though they were subject to recall and review by Congress.""",4/12/2015,news,Jon Greenberg,4/12/2015,https://www.politifact.com/factchecks/2015/apr/12/mitt-romney/mitt-romney-said-hillary-clinton-deleted-emails-we/
2182,4,Tammy Baldwin,"""Within two years, there were two 500-year (storm) events"" in Wisconsin.",11/6/2021,meeting,Laura Schulte,11/30/2021,https://www.politifact.com/factchecks/2021/nov/30/tammy-baldwin/wisconsin-has-seen-more-two-500-year-storm-events-/
2183,0,Facebook posts,Say Joe Biden is a pedophile.,7/17/2020,social_media,Samantha Putterman,8/12/2020,https://www.politifact.com/factchecks/2020/aug/12/facebook-posts/fact-checking-pedophilia-attacks-against-joe-biden/
2184,1,Bill O'Reilly,"When White House communications director Anita Dunn said that Mao Tse-tung was ""one of her favorite philosophers, only Fox News picked that up.""",10/23/2009,speech,Louis Jacobson,10/27/2009,https://www.politifact.com/factchecks/2009/oct/27/bill-oreilly/oreilly-accuses-media-not-following-foxs-lead-anit/
2185,0,Facebook posts,"""A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.""",9/28/2020,social_media,Laura Schulte,9/30/2020,https://www.politifact.com/factchecks/2020/sep/30/facebook-posts/no-votes-dont-have-be-counted-8-pm-nov-3/
2186,3,Facebook posts,"Lumber, gas, wheat, coal and corn cost more in April 2021 ""in Joe Biden's America"" than they did a year earlier.",5/22/2021,social_media,Tom Kertscher,5/27/2021,https://www.politifact.com/factchecks/2021/may/27/facebook-posts/yes-prices-are-higher-under-biden-recovery-pandemi/
2187,1,Tucker Carlson,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",11/1/2021,other,Samantha Putterman,11/4/2021,https://www.politifact.com/factchecks/2021/nov/04/tucker-carlson/tucker-carlsons-conspiracy-theory-about-fbi-and-ja/
2188,2,Mary Burke,"Under Scott Walker’s policies, ""the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.""",10/10/2014,speech,Dave Umhoefer,10/17/2014,https://www.politifact.com/factchecks/2014/oct/17/mary-burke/mary-burke-says-walker-fault-nearly-3000-drop-inco/
2189,5,Rob Portman,"Says the federal government is ""the largest energy user in the country.""",8/28/2011,news,Tom Feran,9/7/2011,https://www.politifact.com/factchecks/2011/sep/07/rob-portman/sen-rob-portman-says-us-government-nations-largest/
2190,2,Tommy Thompson,"""We have more natural gas than Saudi Arabia has oil.""",9/11/2012,speech,Tom Kertscher,9/24/2012,https://www.politifact.com/factchecks/2012/sep/24/tommy-thompson/us-has-more-natural-gas-saudi-arabia-has-oil-senat/
2191,1,Donald Trump,"""Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. It's true. I get far bigger crowds.""",11/7/2016,speech,Linda Qiu,11/7/2016,https://www.politifact.com/factchecks/2016/nov/07/donald-trump/closing-argument-donald-trump-wrongly-says-he-outd/
2192,2,Ron Johnson,"Says Russ Feingold ""voted to raise taxes on Social Security benefits for seniors, he even tried to give Social Security benefits to illegal immigrants.""",10/10/2016,radio,Tom Kertscher,11/3/2016,https://www.politifact.com/factchecks/2016/nov/03/ron-johnson/ron-johnson-russ-feingold-social-security-votes-ra/
2193,2,Barack Obama,"Says economists Harvey Rosen and Martin Feldstein have said that ""paying for (Mitt) Romney’s tax cuts would require large tax increases on families making between $100,000 and $200,000.""",10/7/2012,email,Louis Jacobson,10/15/2012,https://www.politifact.com/factchecks/2012/oct/15/barack-obama/barack-obama-says-princeton-economists-analysis-do/
2194,4,Scott Walker,"Says his ""Act 10 reforms"" have ""saved the taxpayers some $3 billion.""",7/21/2014,news,Tom Kertscher,8/20/2014,https://www.politifact.com/factchecks/2014/aug/20/scott-walker/scott-walker-says-union-reform-law-brought-massive/
2195,1,Donald Trump,"""We're the highest taxed nation in the world.""",5/8/2016,news,Louis Jacobson,5/8/2016,https://www.politifact.com/factchecks/2016/may/08/donald-trump/donald-trump-us-not-highest-taxed-nation-in-world/
2196,1,Facebook posts,"""The Arizona forensic audit found over 17,000 duplicates of votes.""",9/26/2021,social_media,Noah Y. Kim,9/27/2021,https://www.politifact.com/factchecks/2021/sep/27/facebook-posts/no-evidence-maricopa-county-audit-found-17000-dupl/
2197,4,John McCain,"Says he holds the record for ""most appearances on 'Meet the Press'.""",8/27/2014,television,Linda Qiu,8/27/2014,https://www.politifact.com/factchecks/2014/aug/27/john-mccain/john-mccain-says-he-holds-record-meet-press-appear/
2198,3,Mark Pocan,"Under the ""cromnibus"" law, taxpayers must guarantee ""incredibly risky"" derivatives deals made by the nation's largest banks.",12/17/2014,news,Tom Kertscher,1/7/2015,https://www.politifact.com/factchecks/2015/jan/07/mark-pocan/new-law-means-taxpayers-must-back-banks-incredibly/
2199,4,Tim Ryan,"""If you are born poor in America, we rank ninth or tenth in our citizens’ ability to climb up through that ladder and get themselves into the middle class.""",6/11/2013,speech,Sabrina Eaton,6/26/2013,https://www.politifact.com/factchecks/2013/jun/26/tim-ryan/rep-tim-ryan-says-united-states-ranks-behind-other/
2200,1,Facebook posts,"Says Joe Biden called ANTIFA ""courageous Americans.""",6/5/2020,social_media,Samantha Putterman,6/16/2020,https://www.politifact.com/factchecks/2020/jun/16/facebook-posts/no-joe-biden-didnt-single-out-antifa-courageous/
2201,4,Donald Trump,"""Last year, we prosecuted a record number of firearms offenses.""",8/5/2019,speech,Amy Sherman,8/5/2019,https://www.politifact.com/factchecks/2019/aug/05/donald-trump/after-mass-shootings-fact-checking-trumps-statisti/
2202,0,Michele Bachmann,"""President Obama has the lowest public approval ratings of any president in modern times.""",9/22/2011,speech,Louis Jacobson,9/23/2011,https://www.politifact.com/factchecks/2011/sep/23/michele-bachmann/michele-bachmann-says-barack-obama-has-lowest-publ/
2203,0,Bloggers,"Says Manny Pacquiao, Usain Bolt and Princes William and Harry have donated tens of millions of dollars to Hurricane Harvey victims.",8/30/2017,blog,Manuela Tobias,9/1/2017,https://www.politifact.com/factchecks/2017/sep/01/blog-posting/celebrity-donations-tens-millions-dollars-harvey-v/
2204,1,Viral image,"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",8/29/2016,social_media,Nadia Pflaum,8/29/2016,https://www.politifact.com/factchecks/2016/aug/29/viral-image/viral-image-perpetuates-misconception-vaccines-cau/
2205,4,Bernie Sanders,"""The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.""",6/4/2015,social_media,Miles Adair,6/18/2015,https://www.politifact.com/factchecks/2015/jun/18/bernie-sanders/bernie-sanders-says-income-inequality-widest-1920s/
2206,1,Bloggers,"""Bill Gates talked about using vaccines to control population growth"" in an ""unedited 2010 TED Talk video""",10/7/2021,news,Gabrielle Settles,10/11/2021,https://www.politifact.com/factchecks/2021/oct/11/blog-posting/bill-gates-didnt-say-he-wanted-use-vaccines-reduce/
2207,3,Pat McCrory,"""Will (HB2) threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.""",3/26/2016,other,Will Doran,3/28/2016,https://www.politifact.com/factchecks/2016/mar/29/pat-mccrory/gov-pat-mccrory-no-title-ix-threat-billions-federa/
2208,4,Ron Johnson,"""I’ll be running against a career politician.""",12/17/2015,news,James B. Nelson,2/4/2016,https://www.politifact.com/factchecks/2016/feb/04/ron-johnson/sen-ron-johnson-claims-russ-feingold-career-politi/
2209,0,Bloggers,"Says Queen Elizabeth said, ""Muslim refugees are dividing nationality, I fully agree with Donald Trump we should deport them to avoid bloody terrorist attacks.""",7/16/2018,blog,Miriam Valverde,7/18/2018,https://www.politifact.com/factchecks/2018/jul/18/blog-posting/no-queen-elizabeth-did-not-side-donald-trump-immig/
2210,4,Scott Walker,"""We’ve seen property taxes go down for the first time in 12 years on a median valued home.""",5/31/2012,speech,Dave Umhoefer,6/1/2012,https://www.politifact.com/factchecks/2012/jun/01/scott-walker/gov-scott-walker-says-first-time-12-years-property/
2211,2,Donald Trump,"""I doubled my African-American poll numbers. We went from 11 to 22 in one week.""",5/4/2018,other,John Kruzel,5/7/2018,https://www.politifact.com/factchecks/2018/may/07/donald-trump/donald-trumps-misleading-claim-kanye-wests-praise-/
2212,1,Donald Trump,"""The Democrats want to invite caravan after caravan of illegal aliens into our country. And they want to sign them up for free health care, free welfare, free education, and for the right to vote.""",10/26/2018,speech,Miriam Valverde,11/1/2018,https://www.politifact.com/factchecks/2018/nov/01/donald-trump/donald-trump-falsely-says-democrats-invite-migrant/
2213,3,Terry McAuliffe,Says Ken Cuccinelli tried to make it more difficult for mothers to obtain divorces.,9/4/2013,advertisement,Nancy Madsen,9/26/2013,https://www.politifact.com/factchecks/2013/sep/26/terry-mcauliffe/terry-mcauliffe-says-ken-cuccinelli-tried-make-it-/
2214,1,Sean Hannity,"""Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",6/9/2022,television,Bill McCarthy,6/13/2022,https://www.politifact.com/factchecks/2022/jun/13/sean-hannity/no-evidence-pelosi-rejected-trumps-authorization-2/
2215,3,Hillary Clinton,"Her health care plan will cost $110-billion in the first year, which can be paid for with savings.",9/17/2007,speech,Kris Hundley,9/18/2007,https://www.politifact.com/factchecks/2007/sep/18/hillary-clinton/optimistic-math/
2216,1,Facebook posts,"Says ""Hugo Chavez’s family still owns"" Dominion Voting Systems.",11/30/2020,social_media,Noah Y. Kim,12/3/2020,https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/no-hugo-chavezs-family-does-not-own-dominion-votin/
2217,2,Gary Johnson,"Says the United States has ""treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress.""",6/5/2016,news,Neelesh Moorthy,6/9/2016,https://www.politifact.com/factchecks/2016/jun/09/gary-johnson/libertarian-candidate-gary-johnson-mischaracterize/
2218,2,Adam Hasner,"""Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs.""",6/8/2011,statement,Aaron Sharockman,6/14/2011,https://www.politifact.com/factchecks/2011/jun/14/adam-hasner/adam-hasner-cites-cbo-says-health-care-law-cuts-80/
2219,3,Facebook posts,"""By revoking the Keystone pipeline permit, Biden is destroying 11,000 jobs.""",1/20/2021,social_media,Daniel Funke,1/21/2021,https://www.politifact.com/factchecks/2021/jan/21/facebook-posts/how-bidens-executive-order-halting-keystone-xl-pip/
2220,1,Facebook posts,Says Milwaukee police were protecting a sex offender's house and snuck children out of it after a mother tracked her missing daughter to that address.,6/28/2020,social_media,Lawrence Andrea,8/3/2020,https://www.politifact.com/factchecks/2020/aug/03/facebook-posts/conspiracy-linking-milwaukee-police-alleged-sex-tr/
2221,4,Bernie Sanders,"""Today, the United States has, sadly, one of the lowest voter turnouts of any major country on earth.""",3/22/2016,campaign,Chris Nichols,3/23/2016,https://www.politifact.com/factchecks/2016/mar/23/bernie-sanders/bernie-sanders-claim-about-us-having-one-lowest-vo/
2222,4,Adam Putnam,"""We've got to find 2 billion gallons (of water per day) between now and 2025.""",9/9/2010,news,Aaron Sharockman,9/10/2010,https://www.politifact.com/factchecks/2010/sep/10/adam-putnam/adam-putnam-sounds-alarm-looming-water-crisis/
2223,3,Facebook posts,"Says Joe Biden ""wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.""",10/1/2020,blog,Monique Curet,10/6/2020,https://www.politifact.com/factchecks/2020/oct/06/facebook-posts/biden-wants-use-land-banks-farmers-and-similar-pro/
2224,3,Joe Biden,"""160 million people like their private insurance.""",11/20/2019,speech,Shefali Luthra,11/20/2019,https://www.politifact.com/factchecks/2019/nov/21/joe-biden/do-160-million-americans-like-their-health-insur/
2225,4,Hillary Clinton,"""Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.""",9/1/2015,news,Louis Jacobson,9/4/2015,https://www.politifact.com/factchecks/2015/sep/04/hillary-clinton/hillary-clinton-says-23-million-americans-suffer-a/
2226,1,Instagram posts,"The New York City Police Department arrested a 9-year-old ""because she didn’t have a vaccine card in the museum.""",1/22/2022,blog,Monique Curet,2/15/2022,https://www.politifact.com/factchecks/2022/feb/15/instagram-posts/no-9-year-old-was-not-arrested-nyc-museum-over-vac/
2227,3,Barack Obama,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",10/7/2008,other,Robert Farley,10/13/2008,https://www.politifact.com/factchecks/2008/oct/13/barack-obama/lax-regulation-contributed-among-other-things/
2228,0,Bloggers,"""Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee.""",4/4/2017,news,Joshua Gillin,4/17/2017,https://www.politifact.com/factchecks/2017/apr/17/blog-posting/fake-news-headline-blames-texas-deputys-real-death/
2229,4,David Perdue,"""Half of all immigrant households receive benefits from our social welfare system.""",8/8/2017,news,Miriam Valverde,8/14/2017,https://www.politifact.com/factchecks/2017/aug/14/david-perdue/sen-david-perdue-half-immigrant-households-benefit/
2230,1,Facebook posts,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",11/13/2019,social_media,Daniel Funke,11/15/2019,https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-russia-did-not-donate-145-million-clinton-found/
2231,3,Facebook posts,"Google and Apple ""put a covid tracker on every phone.""",6/24/2020,social_media,Daniel Funke,6/25/2020,https://www.politifact.com/factchecks/2020/jun/25/facebook-posts/why-your-phone-has-covid-19-exposure-logging/
2232,2,Ed Schultz,"Health insurance and medical costs ""are going down because of Obamacare.""",3/24/2014,television,Jon Greenberg,3/28/2014,https://www.politifact.com/factchecks/2014/mar/28/ed-schultz/ed-schultz-obamacare-driving-costs-down/
2233,0,Facebook posts,"Says Chelsea Clinton’s bodyguard ""Jack Gordon"" was found dead in a river after telling ""damaging information"" to federal prosecutors.",2/24/2019,social_media,Samantha Putterman,3/1/2019,https://www.politifact.com/factchecks/2019/mar/01/facebook-posts/facebook-post-shares-photo-actor-and-claims-its-ch/
2234,1,Donald Trump,"Video shows California election workers ""cheating"" by collecting ballots from drop box on Nov. 4.",11/11/2020,social_media,Chris Nichols,11/11/2020,https://www.politifact.com/factchecks/2020/nov/11/donald-trump/president-trump-shares-misleading-video-falsely-ca/
2235,3,John Edwards,"""I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.""",1/15/2008,other,Angie Drobnic Holan,1/16/2008,https://www.politifact.com/factchecks/2008/jan/16/john-edwards/not-as-much-as-republicans/
2236,5,Rob Portman,"""The average family (is) now bringing home $4,000 less than they did just five years ago.""",3/8/2014,speech,Louis Jacobson,3/12/2014,https://www.politifact.com/factchecks/2014/mar/12/rob-portman/rob-portman-says-average-us-family-earning-4000-le/
2237,4,Cory Booker,"""When Connecticut did licensing, their shootings dropped, their murders dropped 40%. Suicides dropped 15%.""",5/12/2019,news,Amy Sherman,5/20/2019,https://www.politifact.com/factchecks/2019/may/20/cory-booker/fact-checking-cory-bookers-statistic-about-connect/
2238,1,Josh Mandel,"Says that Sherrod Brown is an ""Obama rubber stamp"" for ""supporting the job-killing cap and trade plan.""",10/31/2012,radio,Tom Feran,11/1/2012,https://www.politifact.com/factchecks/2012/nov/01/josh-mandel/mandel-campaign-labels-sherrod-brown-obama-ru/
2239,3,Facebook posts,"""Fact: Mike Bloomberg spent $12 million to re-elect a Senate Republican (Toomey) in 2016. Toomey beat the Dem (McGinty) by 1.5 points. If McGinty had won, Ds would have controlled the Senate after Doug Jones won and could have blocked Kavanaugh from the Supreme Court.""",2/19/2020,social_media,Amy Sherman,2/28/2020,https://www.politifact.com/factchecks/2020/feb/28/facebook-posts/post-wrongly-links-bloomberg-spending-toomey-kavan/
2240,3,Priorities USA Action,"Says India ""gained jobs thanks to Romney.""",7/25/2012,advertisement,Molly Moorhead,7/26/2012,https://www.politifact.com/factchecks/2012/jul/26/priorities-usa-action/super-PAC-ad-mitt-romney-outsources-jobs-india/
2241,0,Donald Trump,"""I never said that"" Marco Rubio was Mark Zuckerberg’s personal senator.",10/28/2015,speech,Louis Jacobson,10/28/2015,https://www.politifact.com/factchecks/2015/oct/29/donald-trump/donald-trump-didnt-realize-his-own-website-called-/
2242,1,Marcy Kaptur,"""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""",2/20/2012,campaign,Tom Feran,3/5/2012,https://www.politifact.com/factchecks/2012/mar/05/marcy-kaptur/marcy-kaptur-claims-dennis-kucinich-opposed-senior/
2243,4,Barack Obama,"""Today, home sales are up nearly 50 percent from where they were in the worst of the crisis.""",1/8/2015,speech,Joshua Gillin,1/20/2015,https://www.politifact.com/factchecks/2015/jan/21/barack-obama/home-sales-are-nearly-50-percent-worst-housing-cri/
2244,4,Harry Reid,"The Koch brothers are ""the richest people in the world. Individually, they're only fifth. Put them together they're the richest in the world.""",4/2/2014,speech,Louis Jacobson,4/2/2014,https://www.politifact.com/factchecks/2014/apr/02/harry-reid/harry-reid-says-koch-brothers-are-richest-family-w/
2245,0,Ron Paul,"""The last Christians are about to leave"" Iraq.",1/20/2011,news,,2/7/2011,https://www.politifact.com/factchecks/2011/feb/07/ron-paul/rep-ron-paul-says-last-christians-are-about-leave-/
2246,0,Facebook posts,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,12/1/2020,social_media,Ciara O'Rourke,12/3/2020,https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/no-biden-isnt-wearing-boot-hide-ankle-monitor/
2247,2,John Boehner,"""In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.""",7/2/2009,advertisement,Robert Farley,7/7/2009,https://www.politifact.com/factchecks/2009/jul/07/john-boehner/boehner-ad-says-stimulus-paid-bridge-rustys/
2248,2,Bloggers,"""Science says that being single will kill you faster than obesity.""",8/9/2018,blog,Katie Akin,8/20/2018,https://www.politifact.com/factchecks/2018/aug/20/blog-posting/will-being-single-kill-you/
2249,4,Barack Obama,"Says Ronald Reagan ""understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.""",4/3/2012,news,Angie Drobnic Holan,4/4/2012,https://www.politifact.com/factchecks/2012/apr/04/barack-obama/ronald-reagan-understood-make-deal-he-would-have-p/
2250,2,Kevin McCarthy,"Says the federal government is earning more tax revenue now ""than any other time.""",2/25/2013,news,Becky Bowers,2/28/2013,https://www.politifact.com/factchecks/2013/feb/28/kevin-mccarthy/rep-kevin-mccarthy-says-federal-government-has-mor/
2251,4,Kamala Harris,"""One out of 4 diabetes patients in our country cannot afford their insulin.""",4/22/2019,television,Shefali Luthra,4/26/2019,https://www.politifact.com/factchecks/2019/apr/26/kamala-harris/high-cost-insulin-keeping-diabetics-taking-their-m/
2252,1,Facebook posts,Says certain states are banning the sale of alcohol.,3/30/2020,social_media,Ciara O'Rourke,3/30/2020,https://www.politifact.com/factchecks/2020/mar/30/facebook-posts/no-states-illinois-and-california-arent-banning-al/
2253,1,Viral image,"George Floyd’s death and the ensuing protests were planned to introduce martial law and ""purge"" the United States.",6/1/2020,social_media,Ciara O'Rourke,6/1/2020,https://www.politifact.com/factchecks/2020/jun/01/viral-image/protests-over-george-floyds-death-are-real/
2254,5,Roy Cooper,"A bill passed by GOP legislators ""makes it harder to prosecute people and groups that violate campaign finance laws.""",12/26/2018,social_media,Paul Specht,1/14/2019,https://www.politifact.com/factchecks/2019/jan/14/roy-cooper/new-nc-law-makes-small-significant-changes-campaig/
2255,3,Facebook posts,"""Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.""",3/15/2013,social_media,C. Eugene Emery Jr.,4/10/2013,https://www.politifact.com/factchecks/2013/apr/10/facebook-posts/facebook-post-ignores-caveats-citing-harvard-study/
2256,1,Republican Party of Wisconsin,"Says Mary Burke's ""2007-'09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310.""",3/13/2014,advertisement,Tom Kertscher,3/16/2014,https://www.politifact.com/factchecks/2014/mar/16/republican-party-wisconsin/wisconsin-gop-says-mary-burke-scott-walkers-challe/
2257,1,Facebook posts,"""America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.""",2/27/2020,social_media,Tom Kertscher,3/2/2020,https://www.politifact.com/factchecks/2020/mar/02/facebook-posts/bovine-coronavirus-vaccine-wont-help-humans/
2258,1,Barack Obama,"""We have doubled the distance our cars will go on a gallon of gas.""",2/12/2013,speech,Molly Moorhead,2/14/2013,https://www.politifact.com/factchecks/2013/feb/14/barack-obama/obama-says-fuel-efficiency-has-doubled/
2259,1,Dan Patrick,"""Democrats like to blame Republicans on (low vaccination rates). Well, the biggest group in most states are African Americans who have not been vaccinated. The last time I checked, over 90% of them vote for Democrats.""",8/19/2021,news,Brandon Mulder,8/26/2021,https://www.politifact.com/factchecks/2021/aug/26/dan-patrick/no-you-cant-tie-present-covid-surge-black-populati/
2260,4,New Hampshire Democratic Party,"""Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.""",6/27/2011,statement,Jake Berry,7/10/2011,https://www.politifact.com/factchecks/2011/jul/10/new-hampshire-democratic-party/democrats-say-mitt-romney-first-massachusetts-resi/
2261,0,Viral image,Video shows Joe Biden putting a Medal of Honor on a Vietnam War veteran backward.,7/6/2022,social_media,Ciara O'Rourke,7/8/2022,https://www.politifact.com/factchecks/2022/jul/08/viral-image/no-biden-didnt-put-medal-honor-around-vietnam-war-/
2262,4,Bernie Sanders,"""Under the federal Controlled Substance Act, marijuana is listed in the same Schedule I as heroin,"" even though ""marijuana is not a killer drug like heroin.""",3/26/2016,speech,Tom Kertscher,4/22/2016,https://www.politifact.com/factchecks/2016/apr/22/bernie-sanders/hitting-war-drugs-bernie-sanders-says-us-puts-mari/
2263,2,Rick Santorum,"If Fox News' presidential debate rules had been in place during the 1992 election, ""Bill Clinton wouldn't have been on the stage.""",6/7/2015,news,Jon Greenberg,6/7/2015,https://www.politifact.com/factchecks/2015/jun/07/rick-santorum/foxs-debate-rules-would-have-kept-bill-clinton-sta/
2264,1,Viral image,Says Lil Boosie and George Zimmerman got into a fight.,1/13/2020,social_media,Ciara O'Rourke,1/16/2020,https://www.politifact.com/factchecks/2020/jan/16/viral-image/boosie-badazz-says-hes-never-seen-george-zimmerman/
